market_id,city,state_name,state_code,latitude,longitude,year,population,home_value,population_growth_1yr_pct,population_growth_5yr_pct,home_value_growth_1yr_pct,home_value_cagr_3yr_pct,home_value_cagr_5yr_pct,permitted_units,permits_per_1000_population,permit_growth_1yr_pct,homes_sold,homes_sold_growth_1yr_pct,avg_inventory,inventory_growth_1yr_pct,avg_months_of_supply,avg_sale_to_list_pct,activity_months,growth_score,demand_score,supply_score,baseline_score,growth_heavy_score,demand_heavy_score,supply_light_score,avg_scenario_score,baseline_rank,growth_heavy_rank,demand_heavy_rank,supply_light_rank,avg_rank,rank_range,rank_stddev,national_baseline_rank,national_robust_rank,state_baseline_rank,state_robust_rank,created_at
US-4873316,Tomball,Texas,TX,,,2025,15768,363167.24,4.27,28.1,-0.87,-0.53,5.81,309,19.6,-10.43,851.0,12.12,97.58,10.79,4.19,97.36,12,66.4,49.45,28.83,51.07,55.68,51.44,55.01,53.3,1373,1027,1364,1054,1204.5,346,164.31,1373,1192,34,22,2026-09-19 22:18:21.483951+00:00
US-4859696,Prosper,Texas,TX,,,2025,45605,792319.84,2.46,47.93,-4.45,-0.64,8.86,261,5.72,-44.7,2192.0,-2.19,351.58,32.3,5.99,95.99,12,94.63,20.63,25.25,51.39,62.02,43.52,54.39,52.83,1336,485,2049,1112,1245.5,1564,559.01,1336,1225,31,23,2026-09-19 22:18:21.483951+00:00
US-4811428,Burleson,Texas,TX,,,2025,56907,340121.35,0.7,18.55,-2.62,-1.52,5.75,163,2.86,-21.63,2186.0,-0.86,240.92,-3.21,4.08,98.23,12,64.41,37.14,61.4,54.11,55.77,48.96,51.83,52.67,1020,1016,1577,1373,1246.5,561,239.62,1020,1226,19,24,2026-09-19 22:18:21.483951+00:00
US-4827684,Frisco,Texas,TX,,,2025,236955,662448.02,0.76,16.87,-4.73,-0.41,8.11,5652,23.85,324.01,6741.0,0.96,888.83,40.77,4.79,97.27,12,89.54,32.32,8.92,49.35,60.28,45.97,55.72,52.83,1541,606,1847,992,1246.5,1241,480.19,1541,1227,45,25,2026-09-19 22:18:21.483951+00:00
US-4876864,Weatherford,Texas,TX,,,2025,40634,397252.74,2.78,30.4,-0.01,-0.5,5.54,99,2.44,-41.76,1656.0,2.48,199.33,-0.33,4.41,97.65,12,63.27,37.85,62.45,54.17,55.52,49.16,51.75,52.65,1012,1042,1560,1383,1249.25,548,231.14,1012,1233,18,26,2026-09-19 22:18:21.483951+00:00
US-4825168,Fair Oaks Ranch,Texas,TX,,,2025,12025,702395.66,2.15,20.99,0.69,0.74,6.66,26,2.16,-72.04,540.0,-7.85,62.33,-8.89,4.26,97.23,12,76.37,22.15,67.5,55.17,58.77,45.22,51.08,52.56,921,735,1914,1436,1251.5,1179,460.69,921,1234,14,27,2026-09-19 22:18:21.483951+00:00
US-4872530,The Colony,Texas,TX,,,2025,46196,408325.93,0.48,3.18,-5.18,-0.6,6.24,46,1.0,-82.03,1615.0,5.9,171.58,18.81,3.85,97.92,12,55.16,47.4,59.52,53.54,53.49,51.55,52.11,52.67,1086,1231,1354,1342,1253.25,268,107.81,1086,1237,21,28,2026-09-19 22:18:21.483951+00:00
US-4845744,McKinney,Texas,TX,,,2025,236001,491666.12,3.74,19.49,-6.31,-1.97,6.84,3040,12.88,-22.25,8261.0,4.7,989.25,38.53,4.38,97.76,12,78.42,42.28,11.92,49.14,57.6,48.57,55.51,52.71,1568,854,1624,1011,1264.25,770,336.94,1568,1248,50,29,2026-09-19 22:18:21.483951+00:00
US-4866428,Seagoville,Texas,TX,,,2025,21077,272939.84,4.71,13.62,-4.32,-2.19,5.73,280,13.28,-26.51,981.0,55.96,107.33,42.32,4.07,98.25,12,62.58,58.87,10.13,48.17,53.6,52.68,55.67,52.53,1666,1221,1235,996,1279.5,670,242.46,1666,1268,54,30,2026-09-19 22:18:21.483951+00:00
US-4858940,Port Neches,Texas,TX,,,2025,13768,235393.63,0.12,0.64,2.93,1.85,3.35,45,3.27,36.36,594.0,52.31,38.5,-10.64,2.51,99.19,12,24.87,77.16,61.82,52.41,46.1,59.17,52.1,52.45,1224,1872,702,1343,1285.25,1170,415.8,1224,1277,24,31,2026-09-19 22:18:21.483951+00:00
US-4829840,Glenn Heights,Texas,TX,,,2025,20327,333192.25,2.91,26.31,-2.91,-1.84,5.76,108,5.31,-54.43,658.0,2.17,81.58,6.64,4.64,98.45,12,65.71,40.94,45.62,52.02,55.27,49.08,52.56,52.23,1269,1061,1567,1278,1293.75,506,180.07,1269,1283,26,32,2026-09-19 22:18:21.483951+00:00
US-4809160,Boerne,Texas,TX,,,2025,24047,562054.49,5.78,32.97,-0.57,-0.91,5.1,351,14.6,-37.32,1105.0,24.44,145.58,10.01,4.94,98.0,12,59.36,53.51,30.69,50.15,53.31,51.85,53.86,52.29,1467,1251,1322,1157,1299.25,310,113.16,1467,1289,39,33,2026-09-19 22:18:21.483951+00:00
US-4815364,Cleburne,Texas,TX,,,2025,39942,275781.94,4.18,26.99,-3.98,-1.32,5.32,574,14.37,-11.42,1988.0,19.26,299.75,15.99,5.66,98.38,12,61.17,52.96,25.61,49.41,53.37,51.32,53.92,52.01,1538,1242,1379,1149,1327.0,389,146.74,1538,1325,44,34,2026-09-19 22:18:21.483951+00:00
US-4824000,El Paso,Texas,TX,,,2025,683012,234128.63,-0.32,0.55,0.81,3.35,7.62,1722,2.52,-8.74,17079.0,-2.91,1621.58,5.14,3.48,98.54,12,61.0,39.77,58.58,52.96,54.27,48.96,51.2,51.85,1153,1155,1576,1425,1327.25,423,181.29,1153,1326,23,35,2026-09-19 22:18:21.483951+00:00
US-4869032,Southlake,Texas,TX,,,2025,31175,1294660.4,-0.88,-0.27,2.29,3.52,10.37,57,1.83,32.56,1164.0,5.53,132.25,34.72,4.23,97.59,12,64.35,43.14,41.58,51.24,54.57,49.27,52.53,51.9,1355,1126,1552,1283,1329.0,426,153.08,1355,1330,32,36,2026-09-19 22:18:21.483951+00:00
US-4861196,Red Oak,Texas,TX,,,2025,20394,348038.75,5.14,41.18,-1.98,-0.86,5.79,667,32.71,81.74,879.0,6.29,111.83,11.93,4.7,98.43,12,66.09,46.87,27.78,49.79,54.58,49.78,53.61,51.94,1500,1125,1518,1185,1332.0,393,178.38,1500,1334,41,37,2026-09-19 22:18:21.483951+00:00
US-4838632,Keller,Texas,TX,,,2025,46078,652968.57,-1.12,0.82,0.56,1.67,7.72,60,1.3,71.43,1675.0,-6.48,141.17,12.86,3.12,98.33,12,63.24,36.23,61.43,53.33,54.86,48.11,50.9,51.8,1109,1102,1674,1450,1333.75,572,241.61,1109,1335,22,38,2026-09-19 22:18:21.483951+00:00
US-4848096,Midlothian,Texas,TX,,,2025,46683,454567.97,5.92,31.62,-0.84,-0.6,5.69,825,17.67,-9.84,2702.0,4.61,355.75,-6.63,4.8,98.03,12,65.01,41.73,39.37,50.45,54.18,48.36,51.97,51.24,1434,1167,1646,1359,1401.5,479,171.49,1434,1402,38,39,2026-09-19 22:18:21.483951+00:00
US-4841800,Lavon,Texas,TX,,,2025,11888,362098.18,40.39,161.79,-6.98,-5.44,3.73,1266,106.49,5.76,1894.0,42.19,224.67,9.59,4.38,98.38,12,52.36,58.03,29.82,48.71,50.68,52.1,52.66,51.03,1608,1474,1297,1266,1411.25,342,138.56,1608,1416,51,40,2026-09-19 22:18:21.483951+00:00
US-4802212,Alton,Texas,TX,,,2025,24138,193912.13,5.74,31.49,0.22,3.98,7.84,224,9.28,-56.34,403.0,-34.79,111.33,1.6,10.61,98.51,12,89.23,14.75,41.0,51.1,59.65,41.03,50.89,50.67,1367,658,2212,1453,1422.5,1554,550.4,1367,1427,33,41,2026-09-19 22:18:21.483951+00:00
US-4816612,Coppell,Texas,TX,,,2025,41386,617139.58,-1.04,-3.37,-2.04,1.75,7.45,10,0.24,100.0,1140.0,3.26,92.25,20.2,2.97,98.26,12,42.63,51.81,68.54,52.32,49.27,51.57,49.35,50.63,1233,1612,1350,1578,1443.25,379,157.75,1233,1450,25,42,2026-09-19 22:18:21.483951+00:00
US-4801576,Alamo,Texas,TX,,,2025,20625,170911.17,0.02,4.94,-1.08,3.42,7.67,90,4.36,-9.09,401.0,2.56,82.83,19.47,7.86,96.57,12,76.39,28.23,38.19,49.98,56.21,44.17,50.89,50.31,1478,973,2000,1452,1475.75,1027,363.37,1478,1484,40,43,2026-09-19 22:18:21.483951+00:00
US-4833212,Henderson,Texas,TX,,,2025,13496,208725.67,0.01,1.69,0.1,0.14,3.78,9,0.67,200.0,319.0,11.54,45.5,8.33,5.63,100.06,12,31.26,60.51,72.53,51.81,46.22,53.53,48.55,50.03,1291,1861,1172,1642,1491.5,689,274.53,1291,1495,28,44,2026-09-19 22:18:21.483951+00:00
US-4862828,Rockwall,Texas,TX,,,2025,53980,481492.0,0.89,13.07,-2.22,-0.91,6.5,511,9.47,60.19,2421.0,16.62,441.08,53.46,6.67,96.85,12,71.81,43.55,10.86,46.68,54.19,47.12,53.0,50.25,1834,1165,1763,1237,1499.75,669,300.88,1834,1503,68,45,2026-09-19 22:18:21.483951+00:00
US-4825452,Farmers Branch,Texas,TX,,,2025,38320,377744.08,2.12,5.79,-1.23,0.12,5.36,64,1.67,-89.49,1012.0,10.0,108.5,27.27,3.93,97.43,12,51.51,49.17,47.16,49.6,50.16,49.57,50.02,49.84,1519,1521,1532,1526,1524.5,13,5.02,1519,1529,43,46,2026-09-19 22:18:21.483951+00:00
US-4830416,Granbury,Texas,TX,,,2025,13263,377147.05,2.31,19.98,0.69,-0.46,5.66,234,17.64,157.14,860.0,31.3,149.75,25.84,6.52,97.58,12,64.01,48.35,16.79,46.72,52.23,48.31,52.24,49.88,1832,1354,1653,1327,1541.5,505,210.94,1832,1552,67,47,2026-09-19 22:18:21.483951+00:00
US-4849068,Mont Belvieu,Texas,TX,,,2025,10673,441383.36,4.67,35.58,2.69,2.36,5.34,167,15.65,-11.17,789.0,33.73,105.25,31.97,4.92,97.66,12,61.31,52.0,13.59,46.12,51.36,49.03,52.35,49.71,1885,1410,1574,1309,1544.5,576,218.15,1885,1555,72,48,2026-09-19 22:18:21.483951+00:00
US-4862504,Roanoke,Texas,TX,,,2025,10931,428400.88,-0.01,11.95,-3.6,-1.53,6.0,22,2.01,-12.0,345.0,3.29,48.92,34.02,5.43,98.0,12,64.66,37.61,40.9,49.25,52.98,46.22,50.11,49.64,1554,1285,1830,1521,1547.5,545,193.3,1554,1558,48,49,2026-09-19 22:18:21.483951+00:00
US-4858016,Plano,Texas,TX,,,2025,293028,508396.61,-0.13,2.31,-5.02,-0.43,6.45,313,1.07,-60.83,7705.0,4.79,807.17,44.39,3.78,97.71,12,55.56,45.48,44.17,49.18,50.83,48.31,49.88,49.55,1563,1463,1656,1532,1553.5,193,69.37,1563,1568,49,50,2026-09-19 22:18:21.483951+00:00
US-4871948,Taylor,Texas,TX,,,2025,18402,288891.65,2.5,11.89,-5.84,-5.0,4.24,19,1.03,-87.25,731.0,25.39,119.42,27.04,6.03,96.88,12,50.65,46.55,52.87,49.77,49.76,48.73,49.03,49.32,1502,1558,1606,1604,1567.5,104,42.41,1502,1579,42,51,2026-09-19 22:18:21.483951+00:00
US-4824348,Ennis,Texas,TX,,,2025,25694,266657.71,3.77,27.08,-1.0,-0.64,4.57,380,14.79,5.56,1117.0,49.53,101.0,34.07,3.45,96.88,12,55.82,56.74,12.86,45.4,49.65,49.88,51.94,49.22,1942,1574,1511,1364,1597.75,578,212.86,1942,1609,77,52,2026-09-19 22:18:21.483951+00:00
US-4872284,Terrell,Texas,TX,,,2025,23921,283895.98,3.93,34.16,-2.53,-1.2,5.7,135,5.64,23.85,651.0,12.05,111.42,33.3,6.6,97.22,12,65.08,42.37,24.92,47.09,52.24,46.57,50.84,49.19,1790,1353,1797,1456,1599.0,444,197.9,1790,1610,63,53,2026-09-19 22:18:21.483951+00:00
US-4805168,Azle,Texas,TX,,,2025,15365,334664.14,2.22,14.47,-1.7,-1.43,5.16,241,15.68,29.57,1103.0,8.14,123.67,10.83,4.14,97.86,12,57.38,48.18,29.24,47.12,50.4,48.1,50.43,49.01,1783,1495,1675,1495,1612.0,288,123.07,1783,1627,62,54,2026-09-19 22:18:21.483951+00:00
US-4838476,Katy,Texas,TX,,,2025,28373,339791.08,2.07,26.46,-3.26,-1.25,5.49,116,4.09,-31.76,18814.0,7.82,1936.58,42.4,3.77,95.39,12,62.86,42.9,25.95,46.64,51.33,46.34,50.18,48.63,1838,1414,1811,1516,1644.75,424,183.58,1838,1655,69,55,2026-09-19 22:18:21.483951+00:00
US-4813552,Cedar Park,Texas,TX,,,2025,79032,474729.7,0.54,1.27,-5.63,-4.72,4.74,0,0.0,-100.0,2468.0,12.95,274.67,20.64,4.06,97.5,12,33.79,51.41,77.56,50.9,45.64,50.05,46.09,48.17,1392,1908,1495,1847,1660.5,516,221.09,1392,1665,35,56,2026-09-19 22:18:21.483951+00:00
US-4810768,Brownsville,Texas,TX,,,2025,192957,196840.81,0.28,3.42,1.25,3.77,8.47,1421,7.36,32.8,2776.0,-1.49,457.92,13.72,6.09,96.58,12,77.57,22.89,34.6,47.69,54.72,41.05,48.67,48.03,1723,1114,2207,1627,1667.75,1093,387.99,1723,1677,56,57,2026-09-19 22:18:21.483951+00:00
US-4864064,Sachse,Texas,TX,,,2025,32834,437916.69,-0.49,21.24,-4.71,-1.41,6.3,4,0.12,-91.67,793.0,-19.0,99.0,28.99,4.57,97.88,12,71.58,16.33,65.32,50.68,54.07,40.25,46.09,47.77,1411,1181,2268,1848,1677.0,1087,416.92,1411,1685,37,58,2026-09-19 22:18:21.483951+00:00
US-4803264,Angleton,Texas,TX,,,2025,21295,253949.28,2.0,9.66,0.1,0.48,3.71,4,0.19,-98.39,1142.0,45.11,140.67,38.13,4.53,92.59,12,46.99,45.07,58.97,49.31,48.21,47.73,47.32,48.14,1549,1696,1710,1759,1678.5,210,78.34,1549,1687,46,59,2026-09-19 22:18:21.483951+00:00
US-4817960,Crowley,Texas,TX,,,2025,20954,318389.65,2.25,14.22,-4.25,-2.69,5.24,234,11.17,-8.95,1159.0,16.13,160.0,47.69,5.17,98.42,12,58.07,53.17,10.15,44.37,49.41,48.19,51.07,48.26,2028,1590,1664,1437,1679.75,591,217.09,2028,1691,85,60,2026-09-19 22:18:21.483951+00:00
US-4827648,Friendswood,Texas,TX,,,2025,41319,454406.75,0.21,0.73,-0.68,1.13,5.7,92,2.23,-29.23,2207.0,19.1,197.33,30.11,3.34,97.76,12,39.23,59.75,41.12,46.88,45.67,50.8,48.65,48.0,1813,1904,1432,1628,1694.25,472,181.15,1813,1701,64,61,2026-09-19 22:18:21.483951+00:00
US-4872176,Temple,Texas,TX,,,2025,98412,251549.4,2.25,18.8,-2.7,-2.93,5.72,1220,12.4,-7.44,4328.0,7.31,744.33,16.94,6.48,97.67,12,64.27,39.88,25.8,46.11,51.18,45.08,49.45,47.96,1886,1426,1926,1573,1702.75,500,210.27,1886,1711,73,62,2026-09-19 22:18:21.483951+00:00
US-4801924,Allen,Texas,TX,,,2025,113447,505888.67,-0.25,7.48,-5.33,-1.21,6.97,1028,9.06,406.4,3411.0,-1.84,364.67,42.22,3.88,97.87,12,73.27,34.58,13.93,44.89,52.76,43.09,49.93,47.67,1980,1301,2078,1530,1722.25,777,319.14,1980,1731,81,63,2026-09-19 22:18:21.483951+00:00
US-4825224,Fairview,Texas,TX,,,2025,10913,679459.47,-0.09,4.68,-4.27,-0.28,6.91,33,3.02,3.13,465.0,-9.0,53.08,10.4,4.16,97.8,12,67.95,24.24,51.62,48.57,52.39,41.46,46.65,47.27,1624,1333,2177,1814,1737.0,844,306.4,1624,1746,53,64,2026-09-19 22:18:21.483951+00:00
US-4807300,Bellaire,Texas,TX,,,2025,17434,1159637.83,0.09,1.43,4.41,5.54,6.3,48,2.75,4.35,607.0,-2.1,45.08,2.27,2.82,97.32,12,49.67,39.93,59.14,48.63,48.17,45.74,46.24,47.19,1619,1701,1865,1840,1756.25,246,100.91,1619,1767,52,65,2026-09-19 22:18:21.483951+00:00
US-4833146,Helotes,Texas,TX,,,2025,10387,465912.94,2.15,15.07,-0.44,-0.7,4.97,40,3.85,-47.37,331.0,16.96,45.42,38.68,5.42,96.85,12,56.09,45.54,28.51,45.5,48.79,46.15,48.59,47.26,1934,1652,1835,1638,1764.75,296,124.86,1934,1777,76,66,2026-09-19 22:18:21.483951+00:00
US-4827876,Fulshear,Texas,TX,,,2025,64630,517004.72,20.95,276.08,0.23,1.12,6.88,3264,50.5,-17.78,1769.0,-18.4,179.08,-6.69,3.82,96.62,12,79.86,15.48,39.41,47.22,54.48,38.39,46.85,46.73,1780,1134,2374,1801,1772.25,1240,438.85,1780,1787,61,67,2026-09-19 22:18:21.483951+00:00
US-4833428,Hewitt,Texas,TX,,,2025,16754,301366.55,0.21,4.28,-0.56,-0.14,6.0,36,2.15,2.86,505.0,-2.13,58.0,-4.0,4.72,97.99,12,55.01,30.79,66.04,49.29,49.4,43.34,45.21,46.81,1550,1593,2064,1921,1782.0,514,217.02,1550,1798,47,68,2026-09-19 22:18:21.483951+00:00
US-4817060,Corsicana,Texas,TX,,,2025,25487,177944.23,-0.39,1.37,-2.7,0.7,6.59,64,2.51,-22.89,716.0,9.48,117.83,8.19,6.24,95.61,12,53.43,36.33,56.25,48.15,48.72,44.45,46.01,46.83,1670,1660,1976,1856,1790.5,316,132.52,1670,1809,55,69,2026-09-19 22:18:21.483951+00:00
US-4832312,Harker Heights,Texas,TX,,,2025,35195,298943.7,0.04,5.91,-0.57,-1.51,5.32,85,2.42,-10.53,1172.0,6.55,163.5,26.42,5.19,98.17,12,51.64,43.94,42.25,46.6,47.92,46.0,47.24,46.94,1842,1718,1845,1768,1793.25,127,53.28,1843,1814,70,70,2026-09-19 22:18:21.483951+00:00
US-4870208,Stephenville,Texas,TX,,,2025,21793,324670.91,0.15,3.25,-1.05,2.13,8.0,27,1.24,-74.77,636.0,-2.9,99.92,41.39,5.96,95.51,12,74.44,18.85,43.9,47.35,53.18,39.29,46.37,46.55,1762,1266,2327,1831,1796.5,1061,375.91,1762,1818,58,71,2026-09-19 22:18:21.483951+00:00
US-4846500,Manvel,Texas,TX,,,2025,20699,447793.46,8.49,104.17,-1.93,-0.38,4.94,745,35.99,18.25,2288.0,19.17,314.17,23.24,5.05,96.29,12,58.04,46.04,18.58,43.98,48.52,45.52,48.69,46.68,2069,1673,1893,1626,1815.25,443,177.82,2069,1836,89,72,2026-09-19 22:18:21.483951+00:00
US-4820092,DeSoto,Texas,TX,,,2025,56681,324474.78,-0.24,1.16,-3.21,-1.8,5.42,147,2.59,-20.97,1517.0,14.84,184.0,7.92,4.46,97.75,12,38.19,51.36,56.03,47.26,44.82,48.11,45.9,46.52,1774,1962,1672,1864,1818.0,290,107.36,1774,1842,59,73,2026-09-19 22:18:21.483951+00:00
US-4803000,Amarillo,Texas,TX,,,2025,205130,205878.7,0.79,2.28,1.56,1.93,6.15,865,4.22,-28.75,7127.0,4.3,804.25,-1.82,4.17,96.63,12,51.19,38.37,54.78,47.6,47.88,44.68,45.78,46.48,1733,1722,1954,1881,1822.5,232,98.52,1733,1847,57,74,2026-09-19 22:18:21.483951+00:00
US-4836092,Iowa Colony,Texas,TX,,,2025,20503,341392.65,19.61,139.8,-2.42,-2.03,3.67,743,36.24,-37.03,1925.0,75.48,195.5,19.21,3.89,94.95,12,52.15,49.93,21.76,43.78,46.93,46.37,48.11,46.3,2095,1798,1810,1672,1843.75,423,154.8,2095,1881,91,75,2026-09-19 22:18:21.483951+00:00
US-4843012,Little Elm,Texas,TX,,,2025,62727,409593.83,3.13,34.08,-7.2,-3.83,5.4,414,6.6,-51.29,2629.0,6.05,353.25,29.79,4.91,96.96,12,61.86,38.88,24.23,44.41,49.32,43.58,47.75,46.27,2023,1606,2046,1714,1847.25,440,191.28,2023,1884,84,76,2026-09-19 22:18:21.483951+00:00
US-4850100,Murphy,Texas,TX,,,2025,20985,587537.6,-0.59,-0.46,-3.39,-0.01,7.49,58,2.76,544.44,486.0,5.65,57.25,36.85,4.3,97.32,12,54.91,41.97,34.51,45.28,47.96,44.73,47.04,46.25,1953,1715,1948,1782,1849.5,238,103.76,1953,1887,79,77,2026-09-19 22:18:21.483951+00:00
US-4839124,Kilgore,Texas,TX,,,2025,13531,215231.53,-0.1,1.4,-0.45,1.97,4.89,24,1.77,14.29,438.0,11.17,61.83,12.08,5.38,98.83,12,35.08,52.4,58.04,46.88,43.72,48.05,45.17,45.95,1814,2051,1681,1929,1868.75,370,137.02,1814,1908,65,78,2026-09-19 22:18:21.483951+00:00
US-4865726,Santa Fe,Texas,TX,,,2025,13913,329816.87,6.04,9.27,-1.15,0.37,4.4,261,18.76,-28.3,596.0,18.96,81.67,9.13,5.07,96.95,12,49.47,47.95,30.19,44.12,46.12,45.74,46.86,45.71,2048,1870,1862,1799,1894.75,249,92.65,2048,1943,87,79,2026-09-19 22:18:21.483951+00:00
US-4876816,Waxahachie,Texas,TX,,,2025,50090,372651.11,2.89,20.4,-1.89,-1.06,5.47,900,17.97,52.03,2317.0,2.57,338.25,17.65,5.36,98.27,12,61.89,38.07,22.93,43.81,48.9,42.95,47.28,45.73,2092,1640,2088,1763,1895.75,452,199.06,2092,1946,90,80,2026-09-19 22:18:21.483951+00:00
US-4811080,Buda,Texas,TX,,,2025,16166,360676.0,-0.04,5.65,-6.03,-6.26,3.8,72,4.45,5.88,577.0,8.46,74.25,1.83,4.77,97.97,12,42.43,46.2,51.81,46.09,44.97,45.91,45.06,45.51,1887,1957,1850,1941,1908.75,107,42.7,1887,1957,74,81,2026-09-19 22:18:21.483951+00:00
US-4852356,North Richland Hills,Texas,TX,,,2025,70843,369011.98,-0.78,0.79,-1.72,-0.32,5.83,83,1.17,-51.46,2444.0,-1.65,215.17,12.65,3.22,98.47,12,41.22,42.9,62.86,47.22,44.97,45.39,44.14,45.43,1778,1955,1904,2009,1911.5,231,85.55,1778,1962,60,82,2026-09-19 22:18:21.483951+00:00
US-4843096,Live Oak,Texas,TX,,,2025,16426,248309.39,0.77,3.84,-1.59,-1.73,4.46,46,2.8,-17.86,534.0,18.67,71.83,12.39,5.2,97.08,12,41.05,47.76,50.97,45.88,44.55,46.23,45.06,45.43,1909,1995,1829,1940,1918.25,166,60.03,1909,1969,75,83,2026-09-19 22:18:21.483951+00:00
US-4843888,Longview,Texas,TX,,,2025,83236,233562.69,-0.22,1.81,1.58,2.55,5.53,148,1.78,-5.73,2375.0,0.34,316.25,14.97,4.87,99.5,12,42.36,44.56,55.45,46.4,44.98,45.53,44.66,45.39,1860,1952,1890,1972,1918.5,112,45.33,1860,1970,71,84,2026-09-19 22:18:21.483951+00:00
US-4807492,Belton,Texas,TX,,,2025,25964,317787.61,1.84,12.31,-2.91,-2.62,5.0,295,11.36,4.24,896.0,44.75,153.75,45.16,6.38,97.55,12,54.8,48.46,10.38,41.48,46.24,44.65,47.51,44.97,2258,1860,1958,1733,1952.25,525,193.71,2258,2000,112,85,2026-09-19 22:18:21.483951+00:00
US-4819432,Dayton,Texas,TX,,,2025,10226,311692.46,4.23,21.0,2.06,2.19,5.18,119,11.64,-11.85,476.0,16.67,89.08,39.01,6.93,96.67,12,59.52,42.62,12.57,41.87,47.41,43.18,47.22,44.92,2238,1759,2074,1770,1960.25,479,204.19,2238,2007,110,86,2026-09-19 22:18:21.483951+00:00
US-4862588,Robinson,Texas,TX,,,2025,13028,302819.33,0.54,4.5,-0.94,-0.41,5.88,55,4.22,22.22,446.0,-1.55,55.17,-17.56,4.58,97.17,12,54.13,28.64,60.2,46.73,47.4,41.02,43.27,44.6,1830,1760,2213,2066,1967.25,453,181.61,1830,2014,66,87,2026-09-19 22:18:21.483951+00:00
US-4813684,Celina,Texas,TX,,,2025,64427,548851.85,24.58,257.27,-7.12,-1.94,7.88,2803,43.51,-35.67,2228.0,-9.91,466.17,66.19,7.67,96.56,12,89.64,11.67,4.99,41.19,53.55,34.06,46.09,43.72,2298,1227,2576,1849,1987.5,1349,509.97,2298,2026,119,88,2026-09-19 22:18:21.483951+00:00
US-4822660,Edinburg,Texas,TX,,,2025,110700,216617.6,1.66,9.87,-0.19,2.32,6.94,1431,12.93,10.5,1935.0,-4.44,481.58,19.11,9.18,97.26,12,75.52,19.45,23.82,42.97,50.95,36.93,45.12,43.99,2151,1453,2442,1935,1995.25,989,361.08,2151,2038,99,89,2026-09-19 22:18:21.483951+00:00
US-4856348,Pearland,Texas,TX,,,2025,129930,382508.43,-0.66,1.67,-0.91,0.57,5.57,101,0.78,68.33,3769.0,2.11,330.42,41.66,3.25,97.74,12,42.25,44.92,48.44,44.73,43.98,44.65,44.07,44.36,1992,2034,1961,2015,2000.5,73,27.23,1992,2045,83,90,2026-09-19 22:18:21.483951+00:00
US-4816624,Copperas Cove,Texas,TX,,,2025,40118,226850.87,1.52,9.22,-0.65,-1.05,6.76,474,11.82,29.16,1987.0,-10.98,251.83,13.23,4.68,97.84,12,72.39,20.5,29.28,43.45,50.36,37.38,44.73,43.98,2119,1499,2422,1964,2001.0,923,333.37,2119,2048,95,91,2026-09-19 22:18:21.483951+00:00
US-4823044,Elgin,Texas,TX,,,2025,13327,280651.93,6.26,35.95,-7.18,-6.33,4.36,766,57.48,105.91,523.0,18.59,115.0,64.48,8.25,98.04,12,54.97,48.55,4.99,40.23,45.55,43.94,47.09,44.2,2357,1914,2016,1779,2016.5,578,213.81,2357,2061,130,92,2026-09-19 22:18:21.483951+00:00
US-4842508,Lewisville,Texas,TX,,,2025,139006,395203.17,2.17,9.97,-5.18,-1.2,5.47,756,5.44,-55.27,2797.0,1.49,296.83,49.29,3.85,97.79,12,57.44,40.05,19.44,41.85,46.52,42.18,45.81,44.09,2240,1836,2135,1878,2022.25,404,170.02,2240,2074,111,93,2026-09-19 22:18:21.483951+00:00
US-4829168,Gatesville,Texas,TX,,,2025,16422,244446.23,-0.27,2.03,1.56,-0.69,5.5,29,1.77,61.11,276.0,16.46,51.58,15.7,7.22,95.73,12,43.18,40.19,55.02,45.09,44.06,43.31,43.02,43.87,1961,2032,2067,2082,2035.5,121,46.68,1961,2085,80,94,2026-09-19 22:18:21.483951+00:00
US-4819624,Deer Park,Texas,TX,,,2025,34282,282334.07,-0.48,-0.29,-0.68,0.57,4.57,8,0.23,60.0,982.0,9.35,86.25,30.68,3.23,97.95,12,25.08,55.49,61.5,44.83,39.67,47.27,42.41,43.54,1985,2281,1751,2129,2036.5,530,195.26,1985,2086,82,95,2026-09-19 22:18:21.483951+00:00
US-4859576,Princeton,Texas,TX,,,2025,43524,305340.85,18.09,148.69,-8.29,-5.83,3.75,1610,36.99,-29.32,3499.0,13.97,467.5,35.31,4.88,97.13,12,52.43,46.9,11.37,40.23,44.61,43.23,45.83,43.47,2358,1988,2072,1870,2072.0,488,180.04,2358,2116,131,96,2026-09-19 22:18:21.483951+00:00
US-4845384,McAllen,Texas,TX,,,2025,150640,228469.87,1.34,5.79,-0.77,1.79,6.83,1504,9.98,-12.66,2872.0,1.34,608.17,31.92,7.78,96.52,12,69.28,26.09,17.52,41.22,48.56,37.76,44.67,43.05,2293,1670,2409,1971,2085.75,739,288.73,2293,2124,118,97,2026-09-19 22:18:21.483951+00:00
US-4880356,Wylie,Texas,TX,,,2025,63842,431672.47,1.48,10.27,-5.22,-2.18,6.0,269,4.21,-39.41,1980.0,-3.32,250.67,28.77,4.68,97.21,12,63.6,25.95,32.17,42.56,47.59,38.18,43.51,42.96,2180,1747,2381,2048,2089.0,634,230.32,2180,2127,102,98,2026-09-19 22:18:21.483951+00:00
